goi_book,goi_chapter,goi_verse,rus_chapter,rus_verse,relation,status,notes
PSA,78,64,77,64,direct,proposed,
PSA,78,65,77,65,direct,proposed,
PSA,78,66,77,66,direct,proposed,
PSA,78,67,77,67,direct,proposed,
PSA,78,68,77,68,direct,proposed,
PSA,78,69,77,69,direct,proposed,
PSA,78,70,77,70,direct,proposed,
PSA,78,71,77,71,direct,proposed,
PSA,78,72,77,72,direct,proposed,
PSA,79,1,78,1,direct,proposed,
PSA,79,2,78,2,direct,proposed,
PSA,79,3,78,3,direct,proposed,
PSA,79,4,78,4,direct,proposed,
PSA,79,5,78,5,direct,proposed,
PSA,79,6,78,6,direct,proposed,
PSA,79,7,78,7,direct,proposed,
PSA,79,8,78,8,direct,proposed,
PSA,79,9,78,9,direct,proposed,
PSA,79,10,78,10,direct,proposed,
PSA,79,11,78,11,direct,proposed,
PSA,79,12,78,12,direct,proposed,
PSA,79,13,78,13,direct,proposed,
PSA,80,,79,1,title,proposed,Russian superscription verse(s) with no KJV counterpart
PSA,80,1,79,2,title-shifted,proposed,
PSA,80,2,79,3,title-shifted,proposed,
PSA,80,3,79,4,title-shifted,proposed,
PSA,80,4,79,5,title-shifted,proposed,
PSA,80,5,79,6,title-shifted,proposed,
PSA,80,6,79,7,title-shifted,proposed,
PSA,80,7,79,8,title-shifted,proposed,
PSA,80,8,79,9,title-shifted,proposed,
PSA,80,9,79,10,title-shifted,proposed,
PSA,80,10,79,11,title-shifted,proposed,
PSA,80,11,79,12,title-shifted,proposed,
PSA,80,12,79,13,title-shifted,proposed,
PSA,80,13,79,14,title-shifted,proposed,
PSA,80,14,79,15,title-shifted,proposed,
PSA,80,15,79,16,title-shifted,proposed,
PSA,80,16,79,17,title-shifted,proposed,
PSA,80,17,79,18,title-shifted,proposed,
PSA,80,18,79,19,title-shifted,proposed,
PSA,80,19,79,20,title-shifted,proposed,
PSA,81,,80,1,title,proposed,Russian superscription verse(s) with no KJV counterpart
PSA,81,1,80,2,title-shifted,proposed,
PSA,81,2,80,3,title-shifted,proposed,
PSA,81,3,80,4,title-shifted,proposed,
PSA,81,4,80,5,title-shifted,proposed,
PSA,81,5,80,6,title-shifted,proposed,
PSA,81,6,80,7,title-shifted,proposed,
PSA,81,7,80,8,title-shifted,proposed,
PSA,81,8,80,9,title-shifted,proposed,
PSA,81,9,80,10,title-shifted,proposed,
PSA,81,10,80,11,title-shifted,proposed,
PSA,81,11,80,12,title-shifted,proposed,
PSA,81,12,80,13,title-shifted,proposed,
PSA,81,13,80,14,title-shifted,proposed,
PSA,81,14,80,15,title-shifted,proposed,
PSA,81,15,80,16,title-shifted,proposed,
PSA,81,16,80,17,title-shifted,proposed,
PSA,82,1,81,1,direct,proposed,
PSA,82,2,81,2,direct,proposed,
PSA,82,3,81,3,direct,proposed,
PSA,82,4,81,4,direct,proposed,
PSA,82,5,81,5,direct,proposed,
PSA,82,6,81,6,direct,proposed,
PSA,82,7,81,7,direct,proposed,
PSA,82,8,81,8,direct,proposed,
PSA,83,,82,1,title,proposed,Russian superscription verse(s) with no KJV counterpart
PSA,83,1,82,2,title-shifted,proposed,
PSA,83,2,82,3,title-shifted,proposed,
PSA,83,3,82,4,title-shifted,proposed,
PSA,83,4,82,5,title-shifted,proposed,
PSA,83,5,82,6,title-shifted,proposed,
PSA,83,6,82,7,title-shifted,proposed,
PSA,83,7,82,8,title-shifted,proposed,
PSA,83,8,82,9,title-shifted,proposed,
PSA,83,9,82,10,title-shifted,proposed,
PSA,83,10,82,11,title-shifted,proposed,
PSA,83,11,82,12,title-shifted,proposed,
PSA,83,12,82,13,title-shifted,proposed,
PSA,83,13,82,14,title-shifted,proposed,
PSA,83,14,82,15,title-shifted,proposed,
PSA,83,15,82,16,title-shifted,proposed,
PSA,83,16,82,17,title-shifted,proposed,
PSA,83,17,82,18,title-shifted,proposed,
PSA,83,18,82,19,title-shifted,proposed,
PSA,84,,83,1,title,proposed,Russian superscription verse(s) with no KJV counterpart
PSA,84,1,83,2,title-shifted,proposed,
PSA,84,2,83,3,title-shifted,proposed,
PSA,84,3,83,4,title-shifted,proposed,
PSA,84,4,83,5,title-shifted,proposed,
PSA,84,5,83,6,title-shifted,proposed,
PSA,84,6,83,7,title-shifted,proposed,
PSA,84,7,83,8,title-shifted,proposed,
PSA,84,8,83,9,title-shifted,proposed,
PSA,84,9,83,10,title-shifted,proposed,
PSA,84,10,83,11,title-shifted,proposed,
PSA,84,11,83,12,title-shifted,proposed,
PSA,84,12,83,13,title-shifted,proposed,
PSA,85,,84,1,title,proposed,Russian superscription verse(s) with no KJV counterpart
PSA,85,1,84,2,title-shifted,proposed,
PSA,85,2,84,3,title-shifted,proposed,
PSA,85,3,84,4,title-shifted,proposed,
PSA,85,4,84,5,title-shifted,proposed,
PSA,85,5,84,6,title-shifted,proposed,
PSA,85,6,84,7,title-shifted,proposed,
PSA,85,7,84,8,title-shifted,proposed,
PSA,85,8,84,9,title-shifted,proposed,
PSA,85,9,84,10,title-shifted,proposed,
PSA,85,10,84,11,title-shifted,proposed,
PSA,85,11,84,12,title-shifted,proposed,
PSA,85,12,84,13,title-shifted,proposed,
PSA,85,13,84,14,title-shifted,proposed,
PSA,86,1,85,1,direct,proposed,
PSA,86,2,85,2,direct,proposed,
PSA,86,3,85,3,direct,proposed,
PSA,86,4,85,4,direct,proposed,
PSA,86,5,85,5,direct,proposed,
PSA,86,6,85,6,direct,proposed,
PSA,86,7,85,7,direct,proposed,
PSA,86,8,85,8,direct,proposed,
PSA,86,9,85,9,direct,proposed,
PSA,86,10,85,10,direct,proposed,
PSA,86,11,85,11,direct,proposed,
PSA,86,12,85,12,direct,proposed,
PSA,86,13,85,13,direct,proposed,
PSA,86,14,85,14,direct,proposed,
PSA,86,15,85,15,direct,proposed,
PSA,86,16,85,16,direct,proposed,
PSA,86,17,85,17,direct,proposed,
PSA,87,1,86,1,direct,proposed,
PSA,87,2,86,2,direct,proposed,
PSA,87,3,86,3,direct,proposed,
PSA,87,4,86,4,direct,proposed,
PSA,87,5,86,5,direct,proposed,
PSA,87,6,86,6,direct,proposed,
PSA,87,7,86,7,direct,proposed,
PSA,88,,87,1,title,proposed,Russian superscription verse(s) with no KJV counterpart
PSA,88,1,87,2,title-shifted,proposed,
PSA,88,2,87,3,title-shifted,proposed,
PSA,88,3,87,4,title-shifted,proposed,
PSA,88,4,87,5,title-shifted,proposed,
PSA,88,5,87,6,title-shifted,proposed,
PSA,88,6,87,7,title-shifted,proposed,
PSA,88,7,87,8,title-shifted,proposed,
PSA,88,8,87,9,title-shifted,proposed,
PSA,88,9,87,10,title-shifted,proposed,
PSA,88,10,87,11,title-shifted,proposed,
PSA,88,11,87,12,title-shifted,proposed,
PSA,88,12,87,13,title-shifted,proposed,
PSA,88,13,87,14,title-shifted,proposed,
PSA,88,14,87,15,title-shifted,proposed,
PSA,88,15,87,16,title-shifted,proposed,
PSA,88,16,87,17,title-shifted,proposed,
PSA,88,17,87,18,title-shifted,proposed,
PSA,88,18,87,19,title-shifted,proposed,
PSA,89,,88,1,title,proposed,Russian superscription verse(s) with no KJV counterpart
PSA,89,1,88,2,title-shifted,proposed,
PSA,89,2,88,3,title-shifted,proposed,
PSA,89,3,88,4,title-shifted,proposed,
PSA,89,4,88,5,title-shifted,proposed,
PSA,89,5,88,6,title-shifted,proposed,
PSA,89,6,88,7,title-shifted,proposed,
PSA,89,7,88,8,title-shifted,proposed,
PSA,89,8,88,9,title-shifted,proposed,
PSA,89,9,88,10,title-shifted,proposed,
PSA,89,10,88,11,title-shifted,proposed,
PSA,89,11,88,12,title-shifted,proposed,
PSA,89,12,88,13,title-shifted,proposed,
PSA,89,13,88,14,title-shifted,proposed,
PSA,89,14,88,15,title-shifted,proposed,
PSA,89,15,88,16,title-shifted,proposed,
PSA,89,16,88,17,title-shifted,proposed,
PSA,89,17,88,18,title-shifted,proposed,
PSA,89,18,88,19,title-shifted,proposed,
PSA,89,19,88,20,title-shifted,proposed,
PSA,89,20,88,21,title-shifted,proposed,
PSA,89,21,88,22,title-shifted,proposed,
PSA,89,22,88,23,title-shifted,proposed,
PSA,89,23,88,24,title-shifted,proposed,
PSA,89,24,88,25,title-shifted,proposed,
PSA,89,25,88,26,title-shifted,proposed,
PSA,89,26,88,27,title-shifted,proposed,
PSA,89,27,88,28,title-shifted,proposed,
PSA,89,28,88,29,title-shifted,proposed,
PSA,89,29,88,30,title-shifted,proposed,
PSA,89,30,88,31,title-shifted,proposed,
PSA,89,31,88,32,title-shifted,proposed,
PSA,89,32,88,33,title-shifted,proposed,
PSA,89,33,88,34,title-shifted,proposed,
PSA,89,34,88,35,title-shifted,proposed,
PSA,89,35,88,36,title-shifted,proposed,
PSA,89,36,88,37,title-shifted,proposed,
PSA,89,37,88,38,title-shifted,proposed,
PSA,89,38,88,39,title-shifted,proposed,
PSA,89,39,88,40,title-shifted,proposed,
PSA,89,40,88,41,title-shifted,proposed,
PSA,89,41,88,42,title-shifted,proposed,
PSA,89,42,88,43,title-shifted,proposed,
PSA,89,43,88,44,title-shifted,proposed,
PSA,89,44,88,45,title-shifted,proposed,
PSA,89,45,88,46,title-shifted,proposed,
PSA,89,46,88,47,title-shifted,proposed,
PSA,89,47,88,48,title-shifted,proposed,
PSA,89,48,88,49,title-shifted,proposed,
PSA,89,49,88,50,title-shifted,proposed,
PSA,89,50,88,51,title-shifted,proposed,
PSA,89,51,88,52,title-shifted,proposed,
PSA,89,52,88,53,title-shifted,proposed,
PSA,90,1,89,1,direct,proposed,
PSA,90,2,89,2,direct,proposed,
PSA,90,3,89,3,direct,proposed,
PSA,90,4,89,4,direct,proposed,
PSA,90,5,89,5,direct,proposed,
PSA,90,6,89,6,direct,proposed,
PSA,90,7,89,7,direct,proposed,
PSA,90,8,89,8,direct,proposed,
PSA,90,9,89,9,direct,proposed,
PSA,90,10,89,10,direct,proposed,
PSA,90,11,89,11,direct,proposed,
PSA,90,12,89,12,direct,proposed,
PSA,90,13,89,13,direct,proposed,
PSA,90,14,89,14,direct,proposed,
PSA,90,15,89,15,direct,proposed,
PSA,90,16,89,16,direct,proposed,
PSA,90,17,89,17,direct,proposed,
PSA,91,1,90,1,direct,proposed,
PSA,91,2,90,2,direct,proposed,
PSA,91,3,90,3,direct,proposed,
PSA,91,4,90,4,direct,proposed,
PSA,91,5,90,5,direct,proposed,
PSA,91,6,90,6,direct,proposed,
PSA,91,7,90,7,direct,proposed,
PSA,91,8,90,8,direct,proposed,
PSA,91,9,90,9,direct,proposed,
PSA,91,10,90,10,direct,proposed,
PSA,91,11,90,11,direct,proposed,
PSA,91,12,90,12,direct,proposed,
PSA,91,13,90,13,direct,proposed,
PSA,91,14,90,14,direct,proposed,
PSA,91,15,90,15,direct,proposed,
PSA,91,16,90,16,direct,proposed,
PSA,92,,91,1,title,proposed,Russian superscription verse(s) with no KJV counterpart
PSA,92,1,91,2,title-shifted,proposed,
PSA,92,2,91,3,title-shifted,proposed,
PSA,92,3,91,4,title-shifted,proposed,
PSA,92,4,91,5,title-shifted,proposed,
PSA,92,5,91,6,title-shifted,proposed,
PSA,92,6,91,7,title-shifted,proposed,
PSA,92,7,91,8,title-shifted,proposed,
PSA,92,8,91,9,title-shifted,proposed,
PSA,92,9,91,10,title-shifted,proposed,
PSA,92,10,91,11,title-shifted,proposed,
PSA,92,11,91,12,title-shifted,proposed,
PSA,92,12,91,13,title-shifted,proposed,
PSA,92,13,91,14,title-shifted,proposed,
PSA,92,14,91,15,title-shifted,proposed,
PSA,92,15,91,16,title-shifted,proposed,
PSA,93,1,92,1,direct,proposed,
PSA,93,2,92,2,direct,proposed,
PSA,93,3,92,3,direct,proposed,
PSA,93,4,92,4,direct,proposed,
PSA,93,5,92,5,direct,proposed,
PSA,94,1,93,1,direct,proposed,
PSA,94,2,93,2,direct,proposed,
PSA,94,3,93,3,direct,proposed,
PSA,94,4,93,4,direct,proposed,
PSA,94,5,93,5,direct,proposed,
PSA,94,6,93,6,direct,proposed,
PSA,94,7,93,7,direct,proposed,
PSA,94,8,93,8,direct,proposed,
PSA,94,9,93,9,direct,proposed,
PSA,94,10,93,10,direct,proposed,
PSA,94,11,93,11,direct,proposed,
PSA,94,12,93,12,direct,proposed,
PSA,94,13,93,13,direct,proposed,
PSA,94,14,93,14,direct,proposed,
PSA,94,15,93,15,direct,proposed,
PSA,94,16,93,16,direct,proposed,
PSA,94,17,93,17,direct,proposed,
PSA,94,18,93,18,direct,proposed,
PSA,94,19,93,19,direct,proposed,
PSA,94,20,93,20,direct,proposed,
PSA,94,21,93,21,direct,proposed,
PSA,94,22,93,22,direct,proposed,
PSA,94,23,93,23,direct,proposed,
PSA,95,1,94,1,direct,proposed,
PSA,95,2,94,2,direct,proposed,
PSA,95,3,94,3,direct,proposed,
PSA,95,4,94,4,direct,proposed,
PSA,95,5,94,5,direct,proposed,
PSA,95,6,94,6,direct,proposed,
PSA,95,7,94,7,direct,proposed,
PSA,95,8,94,8,direct,proposed,
PSA,95,9,94,9,direct,proposed,
PSA,95,10,94,10,direct,proposed,
PSA,95,11,94,11,direct,proposed,
PSA,96,1,95,1,direct,proposed,
PSA,96,2,95,2,direct,proposed,
PSA,96,3,95,3,direct,proposed,
PSA,96,4,95,4,direct,proposed,
PSA,96,5,95,5,direct,proposed,
PSA,96,6,95,6,direct,proposed,
PSA,96,7,95,7,direct,proposed,
PSA,96,8,95,8,direct,proposed,
PSA,96,9,95,9,direct,proposed,
PSA,96,10,95,10,direct,proposed,
PSA,96,11,95,11,direct,proposed,
PSA,96,12,95,12,direct,proposed,
PSA,96,13,95,13,direct,proposed,
PSA,97,1,96,1,direct,proposed,
PSA,97,2,96,2,direct,proposed,
PSA,97,3,96,3,direct,proposed,
PSA,97,4,96,4,direct,proposed,
PSA,97,5,96,5,direct,proposed,
PSA,97,6,96,6,direct,proposed,
PSA,97,7,96,7,direct,proposed,
PSA,97,8,96,8,direct,proposed,
PSA,97,9,96,9,direct,proposed,
PSA,97,10,96,10,direct,proposed,
PSA,97,11,96,11,direct,proposed,
PSA,97,12,96,12,direct,proposed,
PSA,98,1,97,1,direct,proposed,
PSA,98,2,97,2,direct,proposed,
PSA,98,3,97,3,direct,proposed,
PSA,98,4,97,4,direct,proposed,
PSA,98,5,97,5,direct,proposed,
PSA,98,6,97,6,direct,proposed,
PSA,98,7,97,7,direct,proposed,
PSA,98,8,97,8,direct,proposed,
PSA,98,9,97,9,direct,proposed,
PSA,99,1,98,1,direct,proposed,
PSA,99,2,98,2,direct,proposed,
PSA,99,3,98,3,direct,proposed,
PSA,99,4,98,4,direct,proposed,
PSA,99,5,98,5,direct,proposed,
PSA,99,6,98,6,direct,proposed,
PSA,99,7,98,7,direct,proposed,
PSA,99,8,98,8,direct,proposed,
PSA,99,9,98,9,direct,proposed,
PSA,100,1,99,1,direct,proposed,
PSA,100,2,99,2,direct,proposed,
PSA,100,3,99,3,direct,proposed,
PSA,100,4,99,4,direct,proposed,
PSA,100,5,99,5,direct,proposed,
PSA,101,1,100,1,direct,proposed,
PSA,101,2,100,2,direct,proposed,
PSA,101,3,100,3,direct,proposed,
PSA,101,4,100,4,direct,proposed,
PSA,101,5,100,5,direct,proposed,
PSA,101,6,100,6,direct,proposed,
PSA,101,7,100,7,direct,proposed,
PSA,101,8,100,8,direct,proposed,
PSA,102,,101,1,title,proposed,Russian superscription verse(s) with no KJV counterpart
PSA,102,1,101,2,title-shifted,proposed,
PSA,102,2,101,3,title-shifted,proposed,
PSA,102,3,101,4,title-shifted,proposed,
PSA,102,4,101,5,title-shifted,proposed,
PSA,102,5,101,6,title-shifted,proposed,
PSA,102,6,101,7,title-shifted,proposed,
PSA,102,7,101,8,title-shifted,proposed,
PSA,102,8,101,9,title-shifted,proposed,
PSA,102,9,101,10,title-shifted,proposed,
PSA,102,10,101,11,title-shifted,proposed,
PSA,102,11,101,12,title-shifted,proposed,
PSA,102,12,101,13,title-shifted,proposed,
PSA,102,13,101,14,title-shifted,proposed,
PSA,102,14,101,15,title-shifted,proposed,
PSA,102,15,101,16,title-shifted,proposed,
PSA,102,16,101,17,title-shifted,proposed,
PSA,102,17,101,18,title-shifted,proposed,
PSA,102,18,101,19,title-shifted,proposed,
PSA,102,19,101,20,title-shifted,proposed,
PSA,102,20,101,21,title-shifted,proposed,
PSA,102,21,101,22,title-shifted,proposed,
PSA,102,22,101,23,title-shifted,proposed,
PSA,102,23,101,24,title-shifted,proposed,
PSA,102,24,101,25,title-shifted,proposed,
PSA,102,25,101,26,title-shifted,proposed,
PSA,102,26,101,27,title-shifted,proposed,
PSA,102,27,101,28,title-shifted,proposed,
PSA,102,28,101,29,title-shifted,proposed,
PSA,103,1,102,1,direct,proposed,
PSA,103,2,102,2,direct,proposed,
PSA,103,3,102,3,direct,proposed,
PSA,103,4,102,4,direct,proposed,
PSA,103,5,102,5,direct,proposed,
PSA,103,6,102,6,direct,proposed,
PSA,103,7,102,7,direct,proposed,
PSA,103,8,102,8,direct,proposed,
PSA,103,9,102,9,direct,proposed,
PSA,103,10,102,10,direct,proposed,
PSA,103,11,102,11,direct,proposed,
PSA,103,12,102,12,direct,proposed,
PSA,103,13,102,13,direct,proposed,
PSA,103,14,102,14,direct,proposed,
PSA,103,15,102,15,direct,proposed,
PSA,103,16,102,16,direct,proposed,
PSA,103,17,102,17,direct,proposed,
PSA,103,18,102,18,direct,proposed,
PSA,103,19,102,19,direct,proposed,
PSA,103,20,102,20,direct,proposed,
PSA,103,21,102,21,direct,proposed,
PSA,103,22,102,22,direct,proposed,
PSA,104,1,103,1,direct,proposed,
PSA,104,2,103,2,direct,proposed,
PSA,104,3,103,3,direct,proposed,
PSA,104,4,103,4,direct,proposed,
PSA,104,5,103,5,direct,proposed,
PSA,104,6,103,6,direct,proposed,
PSA,104,7,103,7,direct,proposed,
PSA,104,8,103,8,direct,proposed,
PSA,104,9,103,9,direct,proposed,
PSA,104,10,103,10,direct,proposed,
PSA,104,11,103,11,direct,proposed,
PSA,104,12,103,12,direct,proposed,
PSA,104,13,103,13,direct,proposed,
PSA,104,14,103,14,direct,proposed,
PSA,104,15,103,15,direct,proposed,
PSA,104,16,103,16,direct,proposed,
PSA,104,17,103,17,direct,proposed,
PSA,104,18,103,18,direct,proposed,
PSA,104,19,103,19,direct,proposed,
PSA,104,20,103,20,direct,proposed,
PSA,104,21,103,21,direct,proposed,
PSA,104,22,103,22,direct,proposed,
PSA,104,23,103,23,direct,proposed,
PSA,104,24,103,24,direct,proposed,
PSA,104,25,103,25,direct,proposed,
PSA,104,26,103,26,direct,proposed,
PSA,104,27,103,27,direct,proposed,
PSA,104,28,103,28,direct,proposed,
PSA,104,29,103,29,direct,proposed,
PSA,104,30,103,30,direct,proposed,
PSA,104,31,103,31,direct,proposed,
PSA,104,32,103,32,direct,proposed,
PSA,104,33,103,33,direct,proposed,
PSA,104,34,103,34,direct,proposed,
PSA,104,35,103,35,direct,proposed,
PSA,105,1,104,1,direct,proposed,
PSA,105,2,104,2,direct,proposed,
PSA,105,3,104,3,direct,proposed,
PSA,105,4,104,4,direct,proposed,
PSA,105,5,104,5,direct,proposed,
PSA,105,6,104,6,direct,proposed,
PSA,105,7,104,7,direct,proposed,
PSA,105,8,104,8,direct,proposed,
PSA,105,9,104,9,direct,proposed,
PSA,105,10,104,10,direct,proposed,
PSA,105,11,104,11,direct,proposed,
PSA,105,12,104,12,direct,proposed,
PSA,105,13,104,13,direct,proposed,
PSA,105,14,104,14,direct,proposed,
PSA,105,15,104,15,direct,proposed,
PSA,105,16,104,16,direct,proposed,
PSA,105,17,104,17,direct,proposed,
PSA,105,18,104,18,direct,proposed,
PSA,105,19,104,19,direct,proposed,
PSA,105,20,104,20,direct,proposed,
PSA,105,21,104,21,direct,proposed,
PSA,105,22,104,22,direct,proposed,
PSA,105,23,104,23,direct,proposed,
PSA,105,24,104,24,direct,proposed,
PSA,105,25,104,25,direct,proposed,
PSA,105,26,104,26,direct,proposed,
PSA,105,27,104,27,direct,proposed,
PSA,105,28,104,28,direct,proposed,
PSA,105,29,104,29,direct,proposed,
PSA,105,30,104,30,direct,proposed,
PSA,105,31,104,31,direct,proposed,
PSA,105,32,104,32,direct,proposed,
PSA,105,33,104,33,direct,proposed,
PSA,105,34,104,34,direct,proposed,
PSA,105,35,104,35,direct,proposed,
PSA,105,36,104,36,direct,proposed,
PSA,105,37,104,37,direct,proposed,
PSA,105,38,104,38,direct,proposed,
PSA,105,39,104,39,direct,proposed,
PSA,105,40,104,40,direct,proposed,
PSA,105,41,104,41,direct,proposed,
PSA,105,42,104,42,direct,proposed,
PSA,105,43,104,43,direct,proposed,
PSA,105,44,104,44,direct,proposed,
PSA,105,45,104,45,direct,proposed,
PSA,106,1,105,1,direct,proposed,
PSA,106,2,105,2,direct,proposed,
PSA,106,3,105,3,direct,proposed,
PSA,106,4,105,4,direct,proposed,
PSA,106,5,105,5,direct,proposed,
PSA,106,6,105,6,direct,proposed,
PSA,106,7,105,7,direct,proposed,
PSA,106,8,105,8,direct,proposed,
PSA,106,9,105,9,direct,proposed,
PSA,106,10,105,10,direct,proposed,
PSA,106,11,105,11,direct,proposed,
PSA,106,12,105,12,direct,proposed,
PSA,106,13,105,13,direct,proposed,
PSA,106,14,105,14,direct,proposed,
PSA,106,15,105,15,direct,proposed,
PSA,106,16,105,16,direct,proposed,
PSA,106,17,105,17,direct,proposed,
PSA,106,18,105,18,direct,proposed,
PSA,106,19,105,19,direct,proposed,
PSA,106,20,105,20,direct,proposed,
PSA,106,21,105,21,direct,proposed,
PSA,106,22,105,22,direct,proposed,
PSA,106,23,105,23,direct,proposed,
PSA,106,24,105,24,direct,proposed,
PSA,106,25,105,25,direct,proposed,
PSA,106,26,105,26,direct,proposed,
PSA,106,27,105,27,direct,proposed,
PSA,106,28,105,28,direct,proposed,
PSA,106,29,105,29,direct,proposed,
PSA,106,30,105,30,direct,proposed,
PSA,106,31,105,31,direct,proposed,
PSA,106,32,105,32,direct,proposed,
PSA,106,33,105,33,direct,proposed,
PSA,106,34,105,34,direct,proposed,
PSA,106,35,105,35,direct,proposed,
PSA,106,36,105,36,direct,proposed,
PSA,106,37,105,37,direct,proposed,
PSA,106,38,105,38,direct,proposed,
PSA,106,39,105,39,direct,proposed,
PSA,106,40,105,40,direct,proposed,
PSA,106,41,105,41,direct,proposed,
PSA,106,42,105,42,direct,proposed,
PSA,106,43,105,43,direct,proposed,
PSA,106,44,105,44,direct,proposed,
PSA,106,45,105,45,direct,proposed,
PSA,106,46,105,46,direct,proposed,
PSA,106,47,105,47,direct,proposed,
PSA,106,48,105,48,direct,proposed,
PSA,107,1,106,1,direct,proposed,
PSA,107,2,106,2,direct,proposed,
PSA,107,3,106,3,direct,proposed,
PSA,107,4,106,4,direct,proposed,
PSA,107,5,106,5,direct,proposed,
PSA,107,6,106,6,direct,proposed,
PSA,107,7,106,7,direct,proposed,
PSA,107,8,106,8,direct,proposed,
PSA,107,9,106,9,direct,proposed,
PSA,107,10,106,10,direct,proposed,
PSA,107,11,106,11,direct,proposed,
PSA,107,12,106,12,direct,proposed,
PSA,107,13,106,13,direct,proposed,
PSA,107,14,106,14,direct,proposed,
PSA,107,15,106,15,direct,proposed,
PSA,107,16,106,16,direct,proposed,
PSA,107,17,106,17,direct,proposed,
PSA,107,18,106,18,direct,proposed,
PSA,107,19,106,19,direct,proposed,
PSA,107,20,106,20,direct,proposed,
PSA,107,21,106,21,direct,proposed,
PSA,107,22,106,22,direct,proposed,
PSA,107,23,106,23,direct,proposed,
PSA,107,24,106,24,direct,proposed,
PSA,107,25,106,25,direct,proposed,
PSA,107,26,106,26,direct,proposed,
PSA,107,27,106,27,direct,proposed,
PSA,107,28,106,28,direct,proposed,
PSA,107,29,106,29,direct,proposed,
PSA,107,30,106,30,direct,proposed,
PSA,107,31,106,31,direct,proposed,
PSA,107,32,106,32,direct,proposed,
PSA,107,33,106,33,direct,proposed,
PSA,107,34,106,34,direct,proposed,
PSA,107,35,106,35,direct,proposed,
PSA,107,36,106,36,direct,proposed,
PSA,107,37,106,37,direct,proposed,
PSA,107,38,106,38,direct,proposed,
PSA,107,39,106,39,direct,proposed,
PSA,107,40,106,40,direct,proposed,
PSA,107,41,106,41,direct,proposed,
PSA,107,42,106,42,direct,proposed,
PSA,107,43,106,43,direct,proposed,
PSA,108,,107,1,title,proposed,Russian superscription verse(s) with no KJV counterpart
PSA,108,1,107,2,title-shifted,proposed,
PSA,108,2,107,3,title-shifted,proposed,
PSA,108,3,107,4,title-shifted,proposed,
PSA,108,4,107,5,title-shifted,proposed,
PSA,108,5,107,6,title-shifted,proposed,
PSA,108,6,107,7,title-shifted,proposed,
PSA,108,7,107,8,title-shifted,proposed,
PSA,108,8,107,9,title-shifted,proposed,
PSA,108,9,107,10,title-shifted,proposed,
PSA,108,10,107,11,title-shifted,proposed,
PSA,108,11,107,12,title-shifted,proposed,
PSA,108,12,107,13,title-shifted,proposed,
PSA,108,13,107,14,title-shifted,proposed,
PSA,109,1,108,1,direct,proposed,
PSA,109,2,108,2,direct,proposed,
PSA,109,3,108,3,direct,proposed,
PSA,109,4,108,4,direct,proposed,
PSA,109,5,108,5,direct,proposed,
PSA,109,6,108,6,direct,proposed,
PSA,109,7,108,7,direct,proposed,
PSA,109,8,108,8,direct,proposed,
PSA,109,9,108,9,direct,proposed,
PSA,109,10,108,10,direct,proposed,
PSA,109,11,108,11,direct,proposed,
PSA,109,12,108,12,direct,proposed,
PSA,109,13,108,13,direct,proposed,
PSA,109,14,108,14,direct,proposed,
PSA,109,15,108,15,direct,proposed,
PSA,109,16,108,16,direct,proposed,
PSA,109,17,108,17,direct,proposed,
PSA,109,18,108,18,direct,proposed,
PSA,109,19,108,19,direct,proposed,
PSA,109,20,108,20,direct,proposed,
PSA,109,21,108,21,direct,proposed,
PSA,109,22,108,22,direct,proposed,
PSA,109,23,108,23,direct,proposed,
PSA,109,24,108,24,direct,proposed,
PSA,109,25,108,25,direct,proposed,
PSA,109,26,108,26,direct,proposed,
PSA,109,27,108,27,direct,proposed,
PSA,109,28,108,28,direct,proposed,
PSA,109,29,108,29,direct,proposed,
PSA,109,30,108,30,direct,proposed,
PSA,109,31,108,31,direct,proposed,
PSA,110,1,109,1,direct,proposed,
PSA,110,2,109,2,direct,proposed,
PSA,110,3,109,3,direct,proposed,
PSA,110,4,109,4,direct,proposed,
PSA,110,5,109,5,direct,proposed,
PSA,110,6,109,6,direct,proposed,
PSA,110,7,109,7,direct,proposed,
PSA,111,1,110,1,direct,proposed,
PSA,111,2,110,2,direct,proposed,
PSA,111,3,110,3,direct,proposed,
PSA,111,4,110,4,direct,proposed,
PSA,111,5,110,5,direct,proposed,
PSA,111,6,110,6,direct,proposed,
PSA,111,7,110,7,direct,proposed,
PSA,111,8,110,8,direct,proposed,
PSA,111,9,110,9,direct,proposed,
PSA,111,10,110,10,direct,proposed,
PSA,112,1,111,1,direct,proposed,
PSA,112,2,111,2,direct,proposed,
PSA,112,3,111,3,direct,proposed,
PSA,112,4,111,4,direct,proposed,
PSA,112,5,111,5,direct,proposed,
PSA,112,6,111,6,direct,proposed,
PSA,112,7,111,7,direct,proposed,
PSA,112,8,111,8,direct,proposed,
PSA,112,9,111,9,direct,proposed,
PSA,112,10,111,10,direct,proposed,
PSA,113,1,112,1,direct,proposed,
PSA,113,2,112,2,direct,proposed,
PSA,113,3,112,3,direct,proposed,
PSA,113,4,112,4,direct,proposed,
PSA,113,5,112,5,direct,proposed,
PSA,113,6,112,6,direct,proposed,
PSA,113,7,112,7,direct,proposed,
PSA,113,8,112,8,direct,proposed,
PSA,113,9,112,9,direct,proposed,
PSA,114,1,113,1,merged,proposed,KJV Psalm 114 half of combined Russian Psalm 113
